Lemma#PoS	AFRAID	AMUSED	ANGRY	ANNOYED	DONT_CARE	HAPPY	INSPIRED	SAD
15th#a	0.061601161	0.116090326	0.155956994	0.137201042	0.164420291	0.147052955	0.149305015	0.068372216
16#n	0.119421165	0.111185604	0.127523689	0.117573387	0.170525535	0.135229177	0.090803025	0.127738417
16th#a	0.093072688	0.148313862	0.097486736	0.166862827	0.132452788	0.16082649	0.11561481	0.085369799
17#n	0.135893573	0.113842406	0.144138214	0.106562512	0.105474803	0.156020591	0.098516902	0.139550999
1728#n	0.094016299	0	0.091977987	0	0.188915804	0.225235108	0.276742133	0.123112668
17th#a	0.058125831	0.080565292	0.056474274	0.132178877	0.164659284	0.165870261	0.116534712	0.22559147
18#n	0.108709692	0.105140703	0.122537618	0.106977471	0.131009342	0.155052945	0.129753691	0.140818538
1820s#n	0	0	0	0	0	1	0	0
1840s#n	0	0	0	0	0.507669624	0.244435863	0.247894514	0
1850s#n	0.125	0.125	0.125	0.125	0.125	0.125	0.125	0.125
1860s#n	0	1	0	0	0	0	0	0
1870s#n	0.166140383	0.023336698	0.198052462	0.12939163	0.236889214	0.065579517	0	0.180610096
1880s#n	0	0.207280294	0.009759589	0.056522811	0.020045456	0.14138553	0.56500632	0
1890s#n	0	0	0	0	0.413236886	0.195066483	0.391696631	0
18th#a	0.118480438	0.104901241	0.055584105	0.123047178	0.112817199	0.222642668	0.113570822	0.148956348
19#n	0.121233712	0.106536925	0.10986605	0.106963421	0.137744873	0.157313431	0.105013363	0.155328225
1900s#n	0.02450349	0.142141103	0.109587401	0.026945443	0.01629469	0.249578394	0.26553518	0.165414299
1920s#n	0.020026884	0.311378593	0.043937361	0.106931944	0.191810111	0.090313503	0.209971004	0.0256306
1930s#n	0.104877875	0.102413893	0.223193425	0.117182816	0.04702247	0.119183983	0.15434249	0.131783048
1940s#n	0.046906538	0.124728408	0.155574002	0.059405114	0.266788009	0.097691332	0.1666507	0.082255896
1950s#n	0.088249752	0.205575263	0.031143334	0.04410448	0.139640334	0.079401324	0.238462488	0.173423026
1960s#n	0.055093795	0.166709104	0.118403698	0.103060205	0.115648365	0.090051522	0.175610446	0.175422866
1970s#n	0.121087621	0.136132175	0.10535362	0.107268131	0.097129967	0.104559383	0.155712989	0.172756114
1980s#n	0.037280897	0.169600943	0.165251142	0.110576949	0.12489144	0.101517652	0.157796528	0.133084449
1990s#n	0.135915592	0.114958674	0.128649619	0.082926229	0.118954777	0.115730172	0.106112079	0.196752857
19th#a	0.028736431	0.183755772	0.038269774	0.088401913	0.202956881	0.205718816	0.140859845	0.111300567
1st#a	0.094222466	0.115535399	0.099744002	0.161435755	0.148492768	0.163841021	0.122888891	0.093839699
2#n	0.135710457	0.102599951	0.127608748	0.112962554	0.137544692	0.153961569	0.102633033	0.126978996
20#n	0.117394994	0.115093407	0.145696672	0.098624857	0.129296346	0.14331468	0.102161487	0.148417558
200th#a	0	0	0	0	0.842809176	0.038885052	0.118305772	0
20th#a	0.117494761	0.156936185	0.051271369	0.062936689	0.165157244	0.150629652	0.158301398	0.137272702
21#n	0.120192463	0.115090056	0.100018077	0.115032774	0.130254272	0.151904137	0.109250377	0.158257844
21st#a	0	0	0	0.104934934	0.651253891	0.051157806	0.133236083	0.059417287
22#n	0.107911507	0.115618914	0.147016203	0.129428879	0.135227812	0.150255885	0.10744729	0.10709351
22nd#a	0.02955597	0.188925708	0.031920367	0.162267424	0.080868102	0.237439623	0.085689734	0.183333073
23#n	0.103156682	0.119436315	0.134000444	0.109195534	0.138333419	0.159730024	0.108742658	0.127404924
23rd#a	0.115599197	0.154434125	0.052179157	0.074832474	0.117128649	0.199630258	0.154314625	0.131881515
24#n	0.140880401	0.111570549	0.143086622	0.111652054	0.115259277	0.144647506	0.106861151	0.12604244
24th#a	0.189103771	0.096768008	0.062355304	0.10643937	0.118902721	0.148501237	0.144966551	0.132963038
25#n	0.137990202	0.116379086	0.113151773	0.117732362	0.126759152	0.154299476	0.099096651	0.134591297
25th#a	0.035745298	0.168447061	0.076386642	0.076653658	0.22546535	0.179985739	0.176143334	0.061172918
26#n	0.150060391	0.106524931	0.128910068	0.096744079	0.121770573	0.129235874	0.109263944	0.15749014
26th#a	0.15449383	0.064513964	0.084816951	0.026433985	0.120034881	0.135560032	0.329696216	0.084450141
27#n	0.152700197	0.107383594	0.130462279	0.121423261	0.110763622	0.134580182	0.097042104	0.145644762
27th#a	0.043432466	0.103825074	0.162671017	0.101457746	0.117836321	0.175330169	0.150604185	0.144843022
28#n	0.105732864	0.104187029	0.125867776	0.169042957	0.142491452	0.12964401	0.104062075	0.118971836
28th#a	0.030905611	0.192939208	0.151631934	0.047142173	0.06569605	0.198482695	0.161574933	0.151627395
29#n	0.121396764	0.122396975	0.104281496	0.150560178	0.152971977	0.14119647	0.077887709	0.129308432
29th#a	0.006544464	0.178167295	0.077380029	0.059753987	0.184778998	0.21076917	0.155074563	0.127531495
2d#a	0.069206251	0.199138504	0.036443974	0.137705276	0.067237487	0.24146614	0.189415977	0.059386391
2nd#a	0.136272314	0.101953629	0.112205782	0.166372019	0.126808402	0.161028639	0.097758523	0.097600692
3#n	0.130346767	0.111901724	0.126250016	0.130942947	0.126259594	0.143809346	0.111095275	0.11939433
3-d#n	0	0.451805671	0.104021986	0.003786685	0.147620662	0.19355603	0.090812085	0.008396881
3-dimensional#a	0	0.018700547	0	0	0.707251561	0.208520134	0.045160403	0.020367354
30#n	0.153550309	0.118843005	0.116984874	0.141163376	0.104264709	0.113455444	0.097696651	0.154041631
30th#a	0.162461891	0.131778236	0.05174866	0.070630889	0.081824471	0.169241254	0.128738307	0.203576292
31st#a	0.099822147	0	0.00514425	0.074720466	0.597702799	0.028116982	0.040256223	0.154237133
32nd#a	0	0	0	0	0	0	0	1
34th#a	0	0.616701424	0	0	0	0.383298576	0	0
35th#a	0	0	0	0	0	1	0	0
38th#a	0	0	0	0	0	1	0	0
3d#n	0.072287429	0.315137428	0.028624813	0.060185994	0.126254474	0.243305411	0.120664716	0.033539734
3rd#a	0.107492355	0.120975825	0.135656407	0.136196287	0.117281414	0.168903416	0.123435258	0.090059039
4#n	0.122082399	0.100687656	0.151898445	0.117241316	0.128564724	0.140892003	0.108138011	0.130495446
40#n	0.12019258	0.125995693	0.152339328	0.162085281	0.098521516	0.089621879	0.108132046	0.143111676
400th#a	0	0	0	0	0	0.345439008	0	0.654560992
40th#a	0.033665001	0.115989978	0.135062749	0.151947781	0.173597275	0.113507793	0.164818204	0.11141122
44th#a	0.044740821	0.054120904	0.520969566	0.183625959	0	0.036693277	0.159849473	0
45th#a	0	0.114108677	0.078524716	0.01110222	0.564608307	0.152873027	0.010624529	0.068158524
46th#a	0	0.102777682	0.40692418	0.33164755	0	0.062926012	0.095724577	0
49th#a	0	0	0	0	0	0	0	1
4th#a	0.108727732	0.118931221	0.082100074	0.137940997	0.148414721	0.177135116	0.113324795	0.113425344
5#n	0.134639155	0.119604463	0.128322159	0.117947137	0.13748525	0.139329344	0.101169823	0.121502667
50#n	0.170714538	0.149106513	0.090372958	0.096010651	0.106317481	0.123733645	0.104009129	0.159735086
500#n	0.16784079	0.118612245	0.096664693	0.087147078	0.086815532	0.131801581	0.145091471	0.166026609
50th#a	0.041591743	0.200013985	0.054887971	0.066877593	0.153418834	0.214717416	0.178562802	0.089929656
55th#a	0	0	0	0	0	0.546477794	0.234473544	0.219048661
5th#a	0.110935002	0.118864277	0.099683058	0.163487702	0.127296795	0.168754236	0.093303246	0.117675685
6#n	0.135925868	0.11419209	0.125056577	0.120143504	0.122107532	0.143462471	0.106530228	0.132581729
60#n	0.160540592	0.112974236	0.113230751	0.097178996	0.086161956	0.117188907	0.101981564	0.210742998
60th#a	0.029581911	0.176330456	0.163259741	0.038658309	0.088148383	0.158913069	0.187987901	0.15712023
64th#a	0.115496867	0	0.408647554	0.009265099	0.041401188	0.245433244	0.048567338	0.13118871
65th#a	0	0	0	0	0	0.260260743	0	0.739739257
6th#a	0.154233656	0.083746879	0.142740343	0.100348918	0.114000308	0.142262668	0.097480127	0.165187101
7#n	0.145936563	0.111361541	0.125159692	0.119458032	0.11780792	0.139481489	0.104504096	0.136290667
70#n	0.181788067	0.112309333	0.119006154	0.110270977	0.10782389	0.102070042	0.109853213	0.156878323
70th#a	0.017455131	0.190873062	0.056008101	0.094424864	0.179873382	0.301871123	0.094306032	0.065188306
75th#a	0.238544387	0.307080441	0.002943658	0.19974044	0.009069074	0.07885433	0.02340894	0.140358729
78#n	0.255947701	0.071288593	0.114799663	0.06108799	0.10198174	0.124294968	0.09331021	0.177289134
7th#a	0.083391467	0.104105317	0.078947905	0.249716956	0.117583315	0.166228002	0.109177922	0.090849116
8#n	0.130459194	0.111203486	0.126090641	0.118411808	0.124783757	0.160318497	0.094313653	0.134418965
80#n	0.155728953	0.107017348	0.090674806	0.103442776	0.108346077	0.127190142	0.103787378	0.203812519
80th#a	0.098902072	0.026296253	0.148027954	0.037708381	0.083387648	0.12049124	0.170962921	0.31422353
85th#a	0	0.00706554	0.188482197	0.708203092	0.013476721	0.021269021	0.006580668	0.05492276
8th#a	0.047826905	0.106533666	0.054582428	0.111276749	0.161277865	0.188370504	0.190240002	0.13989188
9#n	0.130345351	0.099246729	0.123544938	0.12464106	0.12383098	0.144010856	0.115384346	0.138995741
9-11#n	0.014686323	0.016395447	0.583808092	0.097322017	0.015576803	0.216967483	0.045411204	0.009832629
90#n	0.196961622	0.141978672	0.087432328	0.099892638	0.110394176	0.109120805	0.096468394	0.157751366
90th#a	0	0.142160002	0	0	0.208630797	0.445496419	0.203712781	0
95th#a	0	0.100619229	0.093440573	0	0.191919845	0.323423576	0.203047536	0.087549239
9th#a	0.06594418	0.107869052	0.109001606	0.180407618	0.088864121	0.211523253	0.11298643	0.12340374
a#n	0.152004648	0.126628062	0.135177355	0.107363021	0.116095015	0.110417394	0.115429563	0.136884942
a-bomb#n	0.294046007	0.269541478	0	0	0	0	0.436412515	0
a-line#n	0	0	0.480277288	0	0	0.519722712	0	0
a-list#n	0.160929221	0	0	0	0.138587246	0.362123543	0.338359991	0
a-team#n	0	0	0	0.014590696	0.597654499	0.095920776	0.291834029	0
a.k.a.#r	0.03594132	0.065535104	0.386606725	0.036682525	0.249196781	0.088813054	0.052434668	0.084789823
a.m.#r	0.387063757	0.052349979	0.069187775	0.077698022	0.087849644	0.077752539	0.054914331	0.193183952
aa#n	0.226427365	0.028248301	0.179283339	0.141164558	0.132820232	0.124706979	0.108207175	0.059142051
aaa#n	0.080856143	0.028764021	0.143627414	0.071758647	0.033440291	0.303371295	0.286130135	0.052052054
aar#n	0	0	0	0.506935003	0	0.493064997	0	0
aarhus#n	0	0.211573129	0	0	0.071215043	0.102867158	0.61434467	0
aaron#n	0.062781375	0.173791442	0.055205355	0.064145558	0.105761927	0.100794521	0.144699694	0.292820128
aas#n	0	0	0	0	0.224231458	0.042839718	0.131214912	0.601713912
ab#n	0.038864191	0.186894691	0.065074067	0.069712763	0.185384178	0.160621653	0.286791975	0.006656484
aba#n	0.01413625	0.05787053	0.117165877	0.118785837	0.049319915	0.095520147	0.3578429	0.189358543
abaca#n	0	0.019031849	0.00043907	0.089692336	0.003355463	0.036763554	0.172605412	0.678112316
aback#r	0.017069349	0.185723763	0.15005683	0.251894211	0.148752651	0.086028325	0.150880422	0.00959445
abandon#n	0.169199369	0.201236745	0.093275061	0.06257098	0.121929164	0.104990028	0.119030502	0.127768152
abandon#v	0.10768537	0.138195859	0.112175906	0.145575638	0.134590706	0.097706754	0.117206787	0.146862981
abandoned#a	0.211829723	0.142736301	0.160869224	0.07050311	0.039792623	0.074328211	0.124798788	0.175142021
abandonment#n	0.106892183	0.100803369	0.088029474	0.235214056	0.024821852	0.122100933	0.259964263	0.06217387
abase#v	0.017475926	0.339279888	0.014654607	0.387988012	0.195646423	0.009661644	0.014697528	0.020595973
abate#v	0.277263917	0.152925036	0.034176108	0.051560765	0.069324569	0.27144838	0.042735674	0.100565551
abatement#n	0	0	0	0	0	0	0	1
abattoir#n	0	0.134748303	0.612328485	0.025463837	0	0.001804178	0.108410098	0.117245099
abaya#n	0.074703417	0.11101334	0.127968658	0.196613515	0.070202566	0.198417873	0.115045859	0.106034772
abb#n	0	0	0	0	0	0.358830015	0.641169985	0
abbess#n	0.001892852	0.149548849	0.019047229	0.011162556	0.001630065	0.188036755	0.628681694	0
abbey#n	0.010754001	0.47800455	0.004405915	0.031680063	0.174605636	0.153353665	0.133208984	0.013987185
abbot#n	0	0.666764799	0	0	0	0	0.333235201	0
abbreviate#v	0.029425805	0.259607811	0.249889008	0.235031206	0.035969581	0.166006284	0.000762607	0.023307697
abbreviated#a	0	0	0.119966092	0	0.536625527	0.106808393	0.16125316	0.075346828
abbreviation#n	0	0.260369719	0.007376315	0.397801508	0.271556665	0.003063827	0.059831965	0
abc#n	0.129067286	0.160227556	0.079904948	0.115549424	0.173356769	0.097492145	0.07691127	0.167490602
abcs#n	0	0	0	0	0	0.330218378	0.669781622	0
abdicate#v	0.022082281	0.121002458	0.031026467	0.166510509	0.110785361	0.05143835	0.161762366	0.335392209
abdication#n	0.06876325	0.149252755	0.001798455	0.208081975	0.283484368	0.065387299	0.155153484	0.068078414
abdomen#n	0	0.091900182	0.071596465	0	0.299798817	0.243462655	0.032308266	0.260933616
abdominal#a	0.225736897	0.013473352	0.03405719	0.003495665	0	0.039883533	0.275690801	0.407662563
abduct#v	0.158163126	0.03572259	0.316131579	0.069075686	0.06412257	0.074498457	0.055492847	0.226793145
abducting#a	0.049777588	0	0.608905865	0	0	0.178711712	0.131467683	0.031137153
abduction#n	0.150271726	0.02020466	0.274740627	0.099967806	0.11332573	0.078440966	0.074879391	0.188169095
abductor#n	0.224082381	0.02509391	0.226617092	0.055752745	0.061305633	0.030501662	0.063634592	0.313011984
abed#r	0	0.34656621	0.65343379	0	0	0	0	0
abel#n	0	0.059437504	0.063294258	0.421248148	0.046535642	0.229465442	0.180019006	0
abelard#n	0	0	0	0	0	0	1	0
aberdeen#n	0	0	0	0	0	0.327085402	0.121203012	0.551711586
aberrant#a	0	0.223310731	0	0.273508278	0.086694049	0.083947427	0.165542585	0.16699693
aberration#n	0.005470451	0.032727287	0.128370649	0.094272657	0.373003296	0.135640426	0.155176706	0.075338527
abet#v	0.074455048	0.142393429	0.183365458	0.170965608	0.075810132	0.142152405	0.088796821	0.122061098
abeyance#n	0.02531193	0.002540183	0.398580345	0.244528185	0.061856455	0.180463305	0.034555712	0.052163886
abhor#v	0.060346284	0.184289103	0.150534971	0.154950405	0.027498828	0.196275784	0.123781132	0.102323492
abhorrent#a	0	0.394218685	0	0.605781315	0	0	0	0
abide#v	0.110536561	0.153054987	0.180202669	0.209187378	0.101550573	0.084087288	0.097107516	0.064273027
abiding#a	0.104889819	0.010201778	0.021483158	0.24350018	0.12240601	0.171191485	0.229217174	0.097110395
abidjan#n	0.31679325	0.002658278	0.110886543	0.058928259	0.04909031	0.01469718	0	0.446946179
abila#n	0	0.067541889	0.018816938	0.083031304	0.038648563	0.505564082	0.286397224	0
ability#n	0.12820828	0.177104573	0.079337322	0.117136976	0.105390315	0.126992905	0.169005032	0.096824596
abject#a	0.060715354	0.055789822	0.080626474	0.076853728	0.167509528	0.199859639	0.317702929	0.040942527
abjectly#r	0	0.149934289	0	0.544578255	0	0.242012425	0.063475031	0
ablaze#a	0.377870981	0.0107078	0.151472213	0.014272487	0.024254018	0.047122341	0.037168294	0.337131866
able#a	0.112177247	0.111879161	0.112368601	0.117428274	0.118864588	0.134930867	0.173032304	0.119318959
able-bodied#a	0.047857458	0.051646676	0.110189108	0.0833251	0.099503068	0.059663634	0.156054753	0.391760202
ably#r	0.020931845	0.304851013	0.125573234	0.046907792	0.14394096	0.257135161	0.090851308	0.009808687
abnormal#a	0.391036875	0.123227739	0.036960409	0.095708105	0.159018499	0.051864247	0.100591161	0.041592965
abnormality#n	0.280770104	0.111302184	0.138369698	0.030566268	0.050913042	0.044708774	0.174146535	0.169223395
abnormally#r	0.035639824	0.486125965	0.08107961	0.191432469	0.104265645	0.058284656	0.011314441	0.03185739
abo#n	0	0	0	0.885290273	0	0.010489157	0	0.10422057
aboard#r	0.180916801	0.058991373	0.167777905	0.09196315	0.130292788	0.238158008	0	0.131899975
abode#n	0	0.047255299	0.044795159	0.015698363	0.001351715	0.09281822	0.278246166	0.519835078
abolish#v	0.103539733	0.136813273	0.18121941	0.153053503	0.078793869	0.162586245	0.104835503	0.079158464
abolition#n	0.062922163	0.073847481	0.143826302	0.349347675	0.118828717	0.072789154	0.039371819	0.13906669
abolitionist#n	0	0.19238361	0.037706132	0.208544598	0	0.106330703	0.131463212	0.323571744
abominable#a	0.110899654	0.008264869	0.22768693	0.015875399	0.033426168	0.130749724	0.350455166	0.12264209
abomination#n	0	0	0	1	0	0	0	0
aboriginal#a	0.00107368	0.083199691	0.066303316	0.011733543	0.663472185	0.013194621	0.063599138	0.097423824
abort#v	0.058022833	0.103941371	0.214777763	0.189421139	0.090760881	0.064928418	0.133630169	0.144517426
abortifacient#a	0.012522127	0.133531835	0.242810483	0.119465545	0.02081816	0.164644351	0.297718113	0.008489386
abortifacient#n	0.029321236	0.108723296	0.381363328	0.177944688	0.056171618	0.116521264	0.10012571	0.029828859
abortion#n	0.175842806	0.096003011	0.190228981	0.140551248	0.045586504	0.098149133	0.141075524	0.112562792
abortionist#n	0	0.75940891	0	0	0	0.127204123	0.077286071	0.036100896
abortive#a	0.003075332	0.002082729	0.858235981	0.011815002	0	0.010031244	0.107933791	0.006825921
abound#v	0.038830566	0.149817456	0.077891137	0.114273043	0.134623348	0.152940947	0.175954344	0.15566916
abounding#a	0	0.394218685	0	0.605781315	0	0	0	0
about#a	0	0.276781112	0	0.168871828	0.43419758	0.12014948	0	0
about#r	0.172247908	0.112193132	0.119603658	0.104233682	0.109863538	0.105885397	0.125620973	0.150351714
about-face#n	0.085765472	0.23585444	0.107149904	0.148154711	0.110038885	0.011853957	0	0.301182632
above#a	0.140810129	0.166559792	0.183112328	0.113731941	0.089933311	0.117735467	0.117036415	0.071080616
above#r	0.150098635	0.150294461	0.082400253	0.092463419	0.081045885	0.141006214	0.165976312	0.136714821
above-mentioned#a	0.13140875	0.13577956	0.089065396	0.182220733	0.346267262	0.08966533	0.023560783	0.002032187
above-named#a	0	0	0	0	0.562693387	0.180619359	0	0.256687254
aboveboard#a	0.164301955	0.024200987	0.216298943	0.182157662	0.016334104	0.213461203	0.181171073	0.002074073
abracadabra#n	0	0.149934289	0	0.544578255	0	0.242012425	0.063475031	0
abraham#n	0.070648322	0.174758553	0.144128885	0.174910084	0.167206713	0.106734822	0.070597278	0.091015343
abrasion#n	0.402613468	0.009966153	0.4653442	0	0.022811178	0.017060064	0	0.082204937
abrasive#a	0.042180865	0.066655039	0.021577926	0.012826472	0.245475109	0.08160648	0.036292241	0.493385867
abreast#a	0.002257263	0.141783494	0.270268785	0.174461414	0.031523685	0.231570248	0.142814588	0.005320523
abreast#r	0	0	0	0	0	0.400237029	0.599762971	0
abridge#v	0.004967049	0.149497467	0.151686004	0.464915967	0.01413632	0.053721652	0.062769798	0.098305743
abridged#a	0	0.618499128	0.154098394	0.083019832	0	0	0	0.144382646
abridgment#n	0.022093169	0.009974875	0.759584043	0.122624183	0.038051902	0.003053577	0.018580701	0.02603755
abroad#a	0.378058352	0.017211397	0.332649701	0.023601067	0.022854645	0.120404626	0.047784355	0.057435857
abroad#r	0.136756816	0.103635595	0.107725848	0.114210771	0.106876958	0.157061506	0.1504305	0.123302007
abrogate#v	0.577814329	0.025727316	0.136046571	0.109388001	0.047131433	0.014125901	0.023174968	0.066591481
abrogation#n	0	0.011480211	0.702891854	0.127728196	0.021897209	0.0035144	0.13248813	0
abrupt#a	0.118126917	0.145128992	0.068272704	0.162186797	0.134483853	0.110861926	0.115424891	0.145513921
abruptly#r	0.008979565	0.102897359	0.169567521	0.126330434	0.195643881	0.088305411	0.080326654	0.227949175
abs#n	0.191794191	0.090630837	0.053022186	0.117611811	0.354674062	0.037086976	0.033691234	0.121488702
abscess#n	0.1321717	0.626581013	0	0.183398845	0	0.057848443	0	0
abscond#v	0	0.667394229	0.063068405	0	0	0.022089591	0	0.247447775
absconder#n	0	0	0.189619095	0	0	0.066413733	0	0.743967172
abseil#v	0	0	0	0	0	1	0	0
absence#n	0.067167151	0.101183704	0.152869933	0.157991102	0.173099562	0.132162206	0.087416016	0.128110326
absent#a	0.159883705	0.143902603	0.12893015	0.128146433	0.164088254	0.094572172	0.089493653	0.09098303
absent#v	0.235131851	0.059778246	0.33396363	0.05559477	0.039770497	0.105934158	0.14490816	0.024918688
absentee#n	0.044112885	0.154776992	0.18355439	0.150694546	0.138831962	0.143812128	0.081089786	0.103127312
absenteeism#n	0.279770757	0.280934528	0.23448534	0.064943933	0.013102978	0.048223154	0.069320101	0.009219208
absinthe#n	0	0.053180594	0	0.040860329	0	0.732600289	0.173358788	0
absolute#a	0.127603942	0.091940567	0.197369485	0.17279023	0.096594884	0.107809162	0.114098152	0.091793578
absolutely#r	0.148410274	0.157468598	0.108120584	0.104342084	0.137762034	0.11400118	0.110206283	0.119688963
absoluteness#n	0	0	0	0	0	1	0	0
absolution#n	0.022512246	0.050820424	0.736236583	0.078093872	0.058160541	0.009334497	0.009466576	0.035375262
absolutism#n	0	0	0	0	0.435836416	0.036373857	0.527789727	0
absolutist#a	0.021433332	0.101608126	0	0.029740469	0	0.788576156	0.042445525	0.016196393
absolve#v	0.138386238	0.127958335	0.162259828	0.110520309	0.119200124	0.053714795	0.176451216	0.111509155
absorb#v	0.117408212	0.062033745	0.121456493	0.119798042	0.057264942	0.167693291	0.249869911	0.104475363
absorbed#a	0	0	0	0	0	1	0	0
absorbency#n	0	0	0	0	0	1	0	0
absorbent#a	0	0.442295058	0.074956468	0	0	0.121210916	0.291307019	0.070230538
absorber#n	0.015560532	0.106165515	0.010893704	0.151123287	0.133223055	0.434268093	0.142652942	0.006112872
absorbing#a	0.049339544	0.155805057	0.158946524	0.157087096	0.05160264	0.165871341	0.22004713	0.041300666
absorption#n	0	0.116124831	0.15122877	0.031173322	0.042818345	0.364882588	0.06902706	0.224745083
absorptive#a	0.434416139	0.006763281	0.018842268	0.010392884	0	0.450597196	0.037794908	0.041193324
abstain#v	0.247671519	0.097555487	0.155885421	0.097586183	0.071884188	0.129822207	0.130976352	0.068618642
abstention#n	0.119014684	0.129234601	0.074510481	0.19925748	0.124602445	0.17975674	0.111153321	0.062470248
abstinence#n	0.022247087	0.169610869	0.107824885	0.180668046	0.14180054	0.099870446	0.220411901	0.057566227
abstract#a	0.007532846	0.191077174	0.012890992	0.142261012	0.035253526	0.188957078	0.330910831	0.091116542
abstract#n	0	0.142062847	0.029718216	0.200904288	0.179316606	0.150826671	0.163932919	0.133238453
abstract#v	0.007047033	0.233472028	0.112252229	0.278450444	0.007479867	0.15780078	0.108787126	0.094710494
abstraction#n	0.224296115	0.252855072	0.065823483	0.056218661	0.136627809	0.098359252	0.164630245	0.001189363
abstruse#a	0	0	0.112526923	0.031033399	0.308162345	0.513133261	0	0.035144071
absurd#a	0.016067471	0.15796864	0.201682489	0.198034145	0.167268778	0.082045679	0.110002529	0.066930268
absurdity#n	0.065160881	0.192693444	0.072925496	0.028429961	0.038299525	0.206850007	0.244908534	0.150732153
absurdly#r	0	0	0.330582451	0	0	0.669417549	0	0
abuja#n	0	0.003884558	0.430821518	0.034847062	0.122996114	0.124570636	0.017185408	0.265694703
abundance#n	0.035001127	0.207765791	0.051365091	0.023197542	0.076785699	0.129542498	0.257587641	0.21875461
abundant#a	0.049050801	0.115327904	0.088334323	0.204643833	0.086659347	0.136708769	0.149131886	0.170143138
abundantly#r	0.469646388	0.019179622	0.009467825	0.027704081	0.091035373	0.087244476	0.278207301	0.017514936
abuse#n	0.07621935	0.072992456	0.284559481	0.136159228	0.094848689	0.102109244	0.103612607	0.129498945
abuse#v	0.118277772	0.095928726	0.254600016	0.120745224	0.096289555	0.084154639	0.113219018	0.116785049
abused#a	0.04354206	0.064286068	0.268940235	0.100724038	0.054248909	0.112380409	0.17740075	0.178477532
abuser#n	0.011908116	0.077473213	0.324229296	0.32034534	0.044404379	0.045414524	0.064704732	0.111520399
abusive#a	0.063528168	0.132295789	0.276445392	0.099860551	0.053171007	0.096079191	0.182293994	0.096325907
abusively#r	0	0	0.502781416	0	0	0.497218584	0	0
abut#v	0.011235176	0.116102003	0.183253705	0.023384563	0.029026153	0.304574434	0.064957213	0.267466753
abuzz#a	0.071699954	0.187188918	0.129853668	0.202752112	0.163799439	0.086861287	0.074027256	0.083817367
aby#v	0	0	0	0	0	0.584598698	0	0.415401302
abysmal#a	0	0.564321734	0.038008232	0.012060722	0	0.133193436	0.190574273	0.061841603
abysmally#r	0	0.801894746	0.074468375	0	0.076476195	0.012274075	0	0.03488661
abyss#n	0.294880853	0.09798297	0.148602009	0.144756122	0.002346178	0.070118783	0.153420794	0.087892291
ac#n	0.037941146	0.15049135	0.008495526	0.104148427	0.052343066	0.368892461	0.193674596	0.084013428
acacia#n	0	0.185766967	0	0.043269177	0.057064736	0.604079628	0.109819491	0
