Lemma#PoS	AFRAID	AMUSED	ANGRY	ANNOYED	DONT_CARE	HAPPY	INSPIRED	SAD
21#n	0.115217989	0.117713053	0.125722203	0.123705558	0.134771831	0.139298909	0.095566488	0.148003969
21st#a	0	0	0	0.064781524	0.419366557	0.085622159	0.39426311	0.03596665
22#n	0.120795718	0.107472422	0.14489666	0.140593397	0.128844508	0.135019124	0.094581241	0.12779693
22nd#a	0.037052098	0.127565356	0.063608397	0.082101325	0.040597791	0.243207415	0.188118087	0.217749531
23#n	0.112722977	0.119808261	0.143692365	0.127018692	0.139417839	0.139198637	0.082510149	0.135631081
23rd#a	0.138152896	0.166416485	0.047236106	0.072557523	0.10656845	0.182485682	0.139214619	0.147368241
24#n	0.152823571	0.109009164	0.12638895	0.13072475	0.115970809	0.125531914	0.094706583	0.144844258
24th#a	0.13942189	0.072672297	0.068950755	0.111073403	0.151212981	0.205108071	0.164910463	0.08665014
25#n	0.132262044	0.121448275	0.125840863	0.128141491	0.12203693	0.137127227	0.098278073	0.134865097
25th#a	0.031346807	0.158895767	0.087214482	0.126585486	0.21376455	0.167206517	0.143189096	0.071797296
26#n	0.138266137	0.108863533	0.141192199	0.113776466	0.1309944	0.128872272	0.090627608	0.147407385
26th#a	0.112177209	0.126186846	0.099737138	0.071509715	0.179721804	0.16390535	0.135126485	0.111635452
27#n	0.154802235	0.109077936	0.138015213	0.12233653	0.117660095	0.129143922	0.092861992	0.136102075
27th#a	0.042422664	0.070673636	0.203248908	0.105393702	0.144912099	0.139862786	0.118087399	0.175398807
28#n	0.118584659	0.111656448	0.126296563	0.130413031	0.136008821	0.13577857	0.104629876	0.136632032
28th#a	0.062056466	0.154581238	0.111424406	0.06349183	0.064862208	0.168497658	0.170479672	0.204606521
29#n	0.148431805	0.13726507	0.12174018	0.116542896	0.133594662	0.138396279	0.086726464	0.117302644
29th#a	0.01320274	0.123412356	0.074919555	0.059878642	0.134610816	0.232290177	0.160077742	0.201607972
2d#a	0.11392621	0.194959604	0.067446152	0.08634333	0.066794652	0.228200416	0.131878759	0.110450877
2nd#a	0.1095958	0.103638808	0.13113247	0.166513983	0.135705743	0.152906854	0.097818821	0.102687521
3#n	0.123427595	0.113753446	0.130476674	0.136471308	0.127550831	0.138904521	0.11028512	0.119130504
3-d#n	0	0.376339007	0.065115007	0.001782273	0.345295606	0.142895164	0.039683205	0.028889738
3-dimensional#a	0	0.03812841	0	0	0.498979796	0.297605087	0.106325129	0.058961577
30#n	0.155143382	0.109549435	0.127317044	0.118663492	0.121074518	0.130345219	0.092328518	0.145578391
30th#a	0.113239564	0.12086044	0.077967599	0.08276392	0.103336864	0.184626016	0.089673361	0.227532236
31st#a	0.083209313	0	0.010690077	0.057145162	0.476800621	0.021183751	0.024551194	0.326419881
32nd#a	0	0	0	0	0	0	0	1
34th#a	0	0.611665387	0	0	0	0.388334613	0	0
35th#a	0	0	0	0	0	1	0	0
38th#a	0	0	0	0	0	1	0	0
3d#n	0.062132522	0.229545551	0.037420414	0.094936412	0.143091801	0.236308579	0.107107685	0.089457037
3rd#a	0.109535221	0.122846253	0.12211059	0.143645339	0.12642671	0.163179881	0.116588807	0.095667199
4#n	0.122628522	0.112696584	0.134391679	0.131792636	0.127381906	0.139423256	0.106275108	0.12541031
40#n	0.156582487	0.127160324	0.105253615	0.103715559	0.108992886	0.115456388	0.130664656	0.152174084
400th#a	0	0	0	0	0	0.346500987	0	0.653499013
40th#a	0.054216446	0.121202327	0.134416458	0.110298405	0.197080382	0.119786573	0.139944262	0.123055147
44th#a	0.143229363	0.054000462	0.393770342	0.117863266	0	0.063448814	0.227687753	0
45th#a	0	0.068606025	0.140106929	0.01664243	0.561873233	0.099122194	0.012108062	0.101541128
46th#a	0	0.135817476	0.365360947	0.309283704	0	0.084941369	0.104596504	0
49th#a	0	0	0	0	0	0	0	1
4th#a	0.104893453	0.124319929	0.093599326	0.145171282	0.144582481	0.165935143	0.10238844	0.119109946
5#n	0.128568221	0.113512718	0.132637329	0.12985334	0.129785779	0.136722029	0.103034051	0.125886533
50#n	0.170674376	0.131917038	0.098362007	0.108570618	0.112227689	0.1267797	0.098492791	0.152975782
500#n	0.171427115	0.12512227	0.09348513	0.093395731	0.09397458	0.134493685	0.126085981	0.162015508
50th#a	0.071282432	0.203365988	0.037239489	0.073166003	0.159266158	0.195382241	0.139055754	0.121241933
55th#a	0	0	0	0	0	0.572645568	0.198890673	0.228463759
5th#a	0.096103102	0.131686471	0.106533012	0.161537752	0.136341859	0.159152258	0.097055842	0.111589703
6#n	0.129392999	0.11592559	0.134611833	0.129175461	0.120806904	0.138125796	0.10030454	0.131656877
60#n	0.164237912	0.109188115	0.114010686	0.102636846	0.088133389	0.125536983	0.103240533	0.193015538
60th#a	0.029797355	0.153565166	0.158702515	0.058363044	0.075861316	0.173180869	0.139495782	0.211033954
64th#a	0.155068246	0	0.355170301	0.026062553	0.121476477	0.211126292	0.051269848	0.079826284
65th#a	0	0	0	0	0	0.261165341	0	0.738834659
6th#a	0.118944373	0.102056971	0.161477084	0.121351693	0.099466772	0.129108166	0.116038049	0.151556891
7#n	0.131827727	0.110401449	0.133863438	0.126333074	0.123376222	0.140227122	0.105000752	0.128970216
70#n	0.171773155	0.109889149	0.126038688	0.116558478	0.103739928	0.11584314	0.101560791	0.154596671
70th#a	0.038177698	0.213003664	0.034919412	0.098008123	0.210263785	0.236437736	0.095155107	0.074034476
75th#a	0.205514051	0.326950128	0.004544302	0.191704875	0.015167906	0.091270065	0.022049024	0.142799648
78#n	0.251252691	0.088482329	0.10167344	0.0745926	0.114339522	0.127979338	0.085219742	0.156460337
7th#a	0.086434166	0.130588341	0.12986049	0.11842734	0.126391019	0.172428847	0.13568868	0.100181117
8#n	0.129165989	0.112145043	0.133706079	0.126211957	0.12254763	0.147861191	0.096667088	0.131695022
80#n	0.167552688	0.097237414	0.099882407	0.1134569	0.106730303	0.118848359	0.094591899	0.201700031
80th#a	0.115835725	0.044360404	0.072565474	0.068483652	0.054221741	0.113896572	0.20746089	0.323175542
85th#a	0	0.027943023	0.134554472	0.591984946	0.057644996	0.085922585	0.021519635	0.080430342
8th#a	0.047131523	0.123722882	0.072030524	0.113365635	0.142543041	0.206750609	0.171072944	0.123382842
9#n	0.1314016	0.101255153	0.136838564	0.131680721	0.122109872	0.143965148	0.101312994	0.131435948
9-11#n	0.035742708	0.037551839	0.413584726	0.099268694	0.038750683	0.259468127	0.09294577	0.022687452
90#n	0.204459504	0.131696907	0.094427147	0.10392615	0.111142079	0.110408794	0.081501742	0.162437678
90th#a	0	0.136626316	0	0	0.206992815	0.458232075	0.198148794	0
95th#a	0	0.101763979	0.094343985	0	0.209933765	0.334130562	0.169803671	0.090024039
9th#a	0.068179096	0.11396881	0.091921924	0.133819153	0.118731001	0.206238173	0.125785275	0.141356569
a#n	0.151775944	0.125929782	0.137730586	0.114995611	0.114812468	0.109557509	0.110051097	0.135147004
a-bomb#n	0.415344436	0.362032052	0	0	0	0	0.222623512	0
a-line#n	0	0	0.526465476	0	0	0.473534524	0	0
a-list#n	0.190902952	0	0	0	0.169074652	0.324433437	0.31558896	0
a-team#n	0	0	0	0.015116737	0.64586996	0.097901549	0.241111754	0
a.k.a.#r	0.032210454	0.106688881	0.311162745	0.077046345	0.209883849	0.115325973	0.073872102	0.073809651
a.m.#r	0.391440255	0.048801626	0.077028314	0.076324107	0.081088787	0.070512236	0.05321968	0.201584996
aa#n	0.112323401	0.043583399	0.171471757	0.193469552	0.096918172	0.186737889	0.154531925	0.040963906
aaa#n	0.177874038	0.057903668	0.278608875	0.081346852	0.057621095	0.167230663	0.098792113	0.080622695
aar#n	0	0	0	0.510678772	0	0.489321228	0	0
aarhus#n	0	0.234649519	0	0	0.085424246	0.116538077	0.563388158	0
aaron#n	0.116955094	0.172933744	0.043703988	0.128202007	0.148923531	0.159176267	0.109604272	0.120501097
aas#n	0	0	0	0	0.263892913	0.112793301	0.14481304	0.478500745
ab#n	0.033143299	0.147565821	0.113424784	0.111319984	0.22354571	0.170628674	0.187556809	0.012814919
aba#n	0.038770352	0.158627813	0.139809499	0.14871062	0.058542029	0.116162847	0.150232616	0.189144224
abaca#n	0	0.189610072	0.004340133	0.148543024	0.019014983	0.065170955	0.265339895	0.307980938
aback#r	0.028441233	0.178717838	0.238368647	0.230264343	0.150971657	0.067472072	0.088957593	0.016806617
abandon#n	0.209483077	0.125982808	0.130890532	0.072843713	0.130934074	0.118185311	0.110374289	0.101306195
abandon#v	0.113040387	0.139867299	0.121110886	0.144178754	0.119478846	0.089469002	0.127728865	0.145125962
abandoned#a	0.265976822	0.145815915	0.137806835	0.075302352	0.045844968	0.066166939	0.117848934	0.145237235
abandonment#n	0.138557646	0.107824234	0.126134359	0.182632744	0.046223373	0.133494138	0.182890371	0.082243135
abase#v	0.01785788	0.329667643	0.014215326	0.390906879	0.205607479	0.009589575	0.011808594	0.020346624
abate#v	0.35330477	0.125446177	0.064422149	0.049593322	0.026719391	0.179533436	0.043882925	0.157097831
abatement#n	0	0	0	0	0	0	0	1
abattoir#n	0	0.107486122	0.427845191	0.05079894	0	0.006421894	0.312361802	0.095086051
abaya#n	0.084147353	0.094263175	0.159432449	0.208539693	0.089018221	0.173648182	0.08908686	0.101864068
abb#n	0	0	0	0	0	0.408762703	0.591237297	0
abbess#n	0.014618277	0.090075734	0.139638481	0.084997971	0.012946788	0.090413546	0.567309204	0
abbey#n	0.023838954	0.267072902	0.014921008	0.055135702	0.294950326	0.162656496	0.146357558	0.035067054
abbot#n	0	0.400405963	0	0	0	0	0.599594037	0
abbreviate#v	0.064353583	0.079626721	0.520633943	0.120342781	0.077396996	0.10619352	0.006282595	0.02516986
abbreviated#a	0	0	0.15018768	0	0.586851272	0.083020778	0.124882525	0.055057745
abbreviation#n	0	0.198100971	0.021371991	0.305357094	0.302985158	0.009743161	0.162441623	0
abc#n	0.140420663	0.183108079	0.104657442	0.111712951	0.162196158	0.099893444	0.057754743	0.140256521
abcs#n	0	0	0	0	0	0.378520052	0.621479948	0
abdicate#v	0.021830494	0.090266704	0.097424626	0.118051999	0.155117201	0.051472619	0.097738718	0.36809764
abdication#n	0.076755149	0.113853787	0.000908661	0.166095535	0.366677227	0.051648735	0.102992579	0.121068326
abdomen#n	0	0.110856757	0.083037907	0	0.372935259	0.19250516	0.031696789	0.208968129
abdominal#a	0.209880087	0.017795553	0.048140442	0.014781564	0	0.059184056	0.426159769	0.22405853
abduct#v	0.165277173	0.044713348	0.240804314	0.08759287	0.063032584	0.101039934	0.070716991	0.226822786
abducting#a	0.093759496	0	0.493451984	0	0	0.261918248	0.116340506	0.034529766
abduction#n	0.209340365	0.024344219	0.230863548	0.080585028	0.103416394	0.084056756	0.083265993	0.184127698
abductor#n	0.214912518	0.033844829	0.224400153	0.080764046	0.043783342	0.046363579	0.059758504	0.296173029
abed#r	0	0.346949336	0.653050664	0	0	0	0	0
abel#n	0	0.063206223	0.059255374	0.319840656	0.020786678	0.362217226	0.174693844	0
abelard#n	0	0	0	0	0	0	1	0
aberdeen#n	0	0	0	0	0	0.299392518	0.098312445	0.602295038
aberrant#a	0	0.163712796	0	0.374268675	0.064032332	0.137036002	0.167549885	0.09340031
aberration#n	0.014612725	0.050838705	0.172472941	0.144450743	0.258904242	0.122555495	0.123949869	0.112215279
abet#v	0.075811899	0.152919899	0.166714752	0.202071839	0.060731949	0.132723087	0.08203937	0.126987204
abeyance#n	0.085099325	0.003228858	0.53809051	0.130195286	0.059327732	0.129003305	0.03164383	0.023411154
abhor#v	0.060218767	0.205647687	0.175633532	0.136883107	0.034999894	0.156458063	0.112530349	0.117628601
abhorrent#a	0	0.385599232	0	0.614400768	0	0	0	0
abide#v	0.119584177	0.12950393	0.167289983	0.21484807	0.104202024	0.098787928	0.093133569	0.07265032
abiding#a	0.186958408	0.027504598	0.041963381	0.264495537	0.091784818	0.132873037	0.155597354	0.098822867
abidjan#n	0.348621488	0.011296767	0.126875797	0.188177242	0.135797309	0.035299029	0	0.153932368
abila#n	0	0.103385515	0.028754132	0.131784847	0.063983552	0.4783499	0.193742054	0
ability#n	0.133129604	0.161116467	0.081336391	0.111802176	0.119004298	0.130394806	0.173499282	0.089716977
abject#a	0.110256318	0.079288825	0.086065117	0.160917614	0.038467688	0.229442941	0.271015677	0.024545818
abjectly#r	0	0.147819207	0	0.556710147	0	0.243725302	0.051745343	0
ablaze#a	0.342101435	0.031144839	0.150905102	0.032018901	0.065197442	0.051543993	0.056826978	0.27026131
able#a	0.121858317	0.110158315	0.12394306	0.123763875	0.117508711	0.13248039	0.155635077	0.114652255
able-bodied#a	0.13226175	0.044509221	0.106798592	0.09309266	0.123191249	0.062570727	0.097814177	0.339761625
ably#r	0.029725767	0.239106895	0.204081744	0.049851296	0.082637592	0.269045689	0.106302618	0.019248399
abnormal#a	0.364875951	0.113714554	0.057356542	0.07524317	0.174218052	0.063275684	0.112885568	0.03843048
abnormality#n	0.261197666	0.140875742	0.171388055	0.047307572	0.074972539	0.068802296	0.113423768	0.122032361
abnormally#r	0.048905786	0.424302378	0.107817776	0.198039708	0.129945224	0.050438779	0.011767605	0.028782743
abo#n	0	0	0	0.716340373	0	0.042604513	0	0.241055115
aboard#r	0.157220023	0.060487674	0.186404151	0.216443289	0.138354779	0.130995382	0	0.110094703
abode#n	0	0.047084531	0.081503475	0.039868325	0.007331996	0.066290718	0.40389825	0.354022706
abolish#v	0.108631286	0.127651651	0.180972695	0.135227777	0.084335012	0.146424762	0.113799157	0.102957661
abolition#n	0.104102639	0.105301515	0.153648176	0.22313431	0.107795	0.086454145	0.056028221	0.163535994
abolitionist#n	0	0.23356856	0.039336702	0.168724958	0	0.112967774	0.163693433	0.281708574
abominable#a	0.097897764	0.008291203	0.238617856	0.016513672	0.0303464	0.187411253	0.315058769	0.105863083
abomination#n	0	0	0	1	0	0	0	0
aboriginal#a	0.01241228	0.089817708	0.089617146	0.027527782	0.490630388	0.029045952	0.112973621	0.147975122
abort#v	0.078685009	0.140765719	0.128589139	0.145203719	0.128987574	0.105337426	0.148310823	0.124120591
abortifacient#a	0.018010528	0.162671517	0.292091549	0.187610936	0.030012205	0.148251558	0.152947147	0.008404559
abortifacient#n	0.026360163	0.087402767	0.35762943	0.233707896	0.067200486	0.118490061	0.065015285	0.044193912
abortion#n	0.132015337	0.093454827	0.196505674	0.162282736	0.06648607	0.123781963	0.148540632	0.07693276
abortionist#n	0	0.475143191	0	0	0	0.12477384	0.254126604	0.145956365
abortive#a	0.01719725	0.011074596	0.621157888	0.058845171	0	0.034710948	0.234097747	0.022916399
abound#v	0.054851255	0.168744317	0.093989794	0.11861241	0.112667164	0.147668698	0.157864831	0.14560153
abounding#a	0	0.385599232	0	0.614400768	0	0	0	0
about#a	0	0.665142361	0	0.076402548	0.204904115	0.053550976	0	0
about#r	0.154079565	0.118585791	0.124943298	0.114368278	0.111667901	0.110844341	0.118143425	0.147367401
about-face#n	0.111137889	0.290617635	0.086946874	0.150742528	0.096737245	0.014920126	0	0.248897702
above#a	0.128031405	0.163149601	0.156010011	0.129019106	0.114255411	0.108667649	0.124909125	0.075957691
above#r	0.118516151	0.150754756	0.082257485	0.10828014	0.096087921	0.137341419	0.179989723	0.126772405
above-mentioned#a	0.076881453	0.103543016	0.171414063	0.148112864	0.287309216	0.073008829	0.099310672	0.040419887
above-named#a	0	0	0	0	0.577373231	0.175036915	0	0.247589854
aboveboard#a	0.260754618	0.017287255	0.272684192	0.197684085	0.015504439	0.139405823	0.094494887	0.002184702
abracadabra#n	0	0.147819207	0	0.556710147	0	0.243725302	0.051745343	0
abraham#n	0.118332378	0.132089711	0.155907747	0.169753771	0.149999298	0.112148181	0.062656656	0.099112259
abrasion#n	0.379601146	0.0104038	0.49008541	0	0.025755051	0.014806228	0	0.079348365
abrasive#a	0.048099801	0.072275343	0.033088944	0.013726089	0.307336541	0.07999534	0.047214099	0.398263843
abreast#a	0.002585974	0.128293232	0.119049955	0.199969969	0.050949093	0.279379747	0.213879297	0.005892733
abreast#r	0	0	0	0	0	0.451871409	0.548128591	0
abridge#v	0.005196754	0.219642896	0.184301119	0.329565585	0.019777522	0.064535551	0.057767626	0.119212948
abridged#a	0	0.660319504	0.135127362	0.07561316	0	0	0	0.128939974
abridgment#n	0.023123993	0.009927513	0.754701281	0.126545249	0.040959959	0.003104368	0.015290892	0.026346745
abroad#a	0.318235753	0.020917636	0.427978891	0.023565908	0.026043558	0.09432931	0.040557411	0.048371533
abroad#r	0.12633411	0.107562165	0.111272563	0.107764583	0.121425121	0.150463906	0.156186877	0.118990675
abrogate#v	0.339317427	0.038129984	0.179643517	0.211153876	0.105581251	0.035907619	0.030663838	0.059602488
abrogation#n	0	0.017720908	0.774609789	0.097138961	0.036557306	0.005541389	0.068431647	0
abrupt#a	0.148089227	0.131862709	0.077791902	0.124217324	0.150821878	0.107525468	0.114200623	0.145490871
abruptly#r	0.013979005	0.172060298	0.114484702	0.078074009	0.186990072	0.13204591	0.09579599	0.206570014
abs#n	0.181071888	0.078705374	0.075121418	0.192257778	0.3115968	0.049862815	0.033578661	0.077805266
abscess#n	0.136966397	0.617420204	0	0.18738605	0	0.058227349	0	0
abscond#v	0	0.573434425	0.079670307	0	0	0.028552102	0	0.318343166
absconder#n	0	0	0.186771554	0	0	0.066934798	0	0.746293648
abseil#v	0	0	0	0	0	1	0	0
absence#n	0.086636065	0.100376361	0.142708454	0.162264395	0.159712029	0.123226045	0.095562537	0.129514113
absent#a	0.10365356	0.15194244	0.142963795	0.167590335	0.118097107	0.110487032	0.101701961	0.10356377
absent#v	0.196865626	0.089996008	0.264861076	0.10816558	0.063769937	0.097785214	0.10833495	0.070221608
absentee#n	0.050693466	0.13939184	0.186804515	0.158489839	0.135438079	0.116480771	0.104070919	0.108630571
absenteeism#n	0.124337821	0.161618477	0.321301683	0.135203808	0.03385961	0.090427609	0.110222419	0.023028572
absinthe#n	0	0.053868397	0	0.042916041	0	0.758016762	0.1451988	0
absolute#a	0.110092668	0.097956456	0.191964468	0.144261374	0.102378171	0.114023517	0.127436316	0.11188703
absolutely#r	0.133428965	0.136891066	0.123019752	0.125832915	0.148534645	0.11284794	0.116700893	0.102743824
absoluteness#n	0	0	0	0	0	1	0	0
absolution#n	0.023517557	0.050482479	0.73010344	0.080437074	0.062485391	0.009471592	0.007775554	0.035726913
absolutism#n	0	0	0	0	0.498842691	0.039319871	0.461837438	0
absolutist#a	0.047065375	0.212162716	0	0.064390937	0	0.1375824	0.366733251	0.172065322
absolve#v	0.108602769	0.103141662	0.232669826	0.132889655	0.107188984	0.052045353	0.131725507	0.131736244
absorb#v	0.145323679	0.081648418	0.113801282	0.111611461	0.08101783	0.14418825	0.21245021	0.109958869
absorbed#a	0	0	0	0	0	1	0	0
absorbency#n	0	0	0	0	0	1	0	0
absorbent#a	0	0.489021182	0.071159836	0	0	0.142858139	0.229059366	0.067901476
absorber#n	0.03491837	0.134011749	0.010916266	0.201022148	0.14392864	0.317301812	0.144639411	0.013261603
absorbing#a	0.041821113	0.181917857	0.135951758	0.163326876	0.079743405	0.169632942	0.195806341	0.031799708
absorption#n	0	0.133113268	0.24708709	0.052433955	0.052795389	0.103900147	0.073166903	0.337503248
absorptive#a	0.347758122	0.005148206	0.014318533	0.008202977	0	0.568903622	0.023788573	0.031879967
abstain#v	0.179289421	0.083528201	0.166936281	0.12097323	0.11394002	0.143438324	0.116511186	0.075383338
abstention#n	0.188867156	0.109278905	0.084043689	0.176809985	0.081874102	0.186716035	0.102919306	0.06949082
abstinence#n	0.017499486	0.117020246	0.169987978	0.235384656	0.124043777	0.094495532	0.177002873	0.064565453
abstract#a	0.007338547	0.223936386	0.024483854	0.081809479	0.039588863	0.147512858	0.342239165	0.133090847
abstract#n	0	0.117813296	0.030040151	0.141912506	0.137554728	0.182972703	0.23603545	0.153671165
abstract#v	0.007749742	0.155244044	0.074315659	0.348216777	0.027172551	0.206411073	0.113383226	0.067506928
abstraction#n	0.119895604	0.214640654	0.215177305	0.095857693	0.100740722	0.118180386	0.130473051	0.005034585
abstruse#a	0	0	0.108255791	0.031009588	0.321186755	0.505114869	0	0.034432996
absurd#a	0.019100753	0.129190987	0.16813848	0.173850694	0.17013691	0.099126288	0.16670129	0.073754597
absurdity#n	0.072859705	0.1382812	0.085762905	0.037735824	0.018217077	0.1722609	0.30185508	0.173027307
absurdly#r	0	0	0.325524583	0	0	0.674475417	0	0
abuja#n	0	0.00938372	0.236089154	0.063368837	0.241759907	0.194924945	0.034326533	0.220146904
abundance#n	0.070348487	0.183619371	0.04549383	0.039620438	0.091032748	0.157233313	0.275138034	0.137513778
abundant#a	0.058611758	0.105725852	0.077713978	0.128827011	0.09848385	0.166479433	0.207308105	0.156850012
abundantly#r	0.313357754	0.00820367	0.047585171	0.028998914	0.103097799	0.068333949	0.302463518	0.127959224
abuse#n	0.093817569	0.086525206	0.221250556	0.136038429	0.112141622	0.117322572	0.103567459	0.129336587
abuse#v	0.101448901	0.098274839	0.240912605	0.130460661	0.096161734	0.098312437	0.12521016	0.109218664
abused#a	0.041778175	0.069910379	0.208950154	0.146525493	0.073222262	0.118394102	0.164755657	0.176463778
abuser#n	0.019754441	0.101731832	0.270003898	0.32560399	0.06022466	0.04743506	0.079757273	0.095488845
abusive#a	0.103388726	0.097993145	0.281702417	0.089618657	0.076687575	0.118311769	0.131328384	0.100969328
abusively#r	0	0	0.497044773	0	0	0.502955227	0	0
abut#v	0.020322322	0.075322084	0.111069974	0.041704887	0.05399575	0.251574844	0.047500178	0.398509962
abuzz#a	0.099772174	0.178868826	0.143723655	0.209813302	0.146224289	0.09596585	0.065917033	0.059714871
aby#v	0	0	0	0	0	0.585737431	0	0.414262569
abysmal#a	0	0.559661149	0.034891452	0.01405167	0	0.172671239	0.160132757	0.058591734
abysmally#r	0	0.79635412	0.073828895	0	0.082141747	0.01245112	0	0.035224119
abyss#n	0.26436064	0.047886238	0.19355538	0.132074571	0.043687671	0.064196283	0.181829141	0.072410075
ac#n	0.06228233	0.192149869	0.01201038	0.113455909	0.075130187	0.285437687	0.153718463	0.105815174
acacia#n	0	0.09528053	0	0.084632491	0.116422965	0.532371596	0.171292419	0
